id,carpeta,referencia,nombre,categoria,subcategoria,imagen_principal,n_imagenes,vista360,enlace
1883,"1883_LL-107__Llavero_Pl_stico_Multiusos_Ant","LL-107","Llavero Plástico Multiusos Anticontacto - Prod Nal","LLAVEROS","Producción Nacional","principal.jpg",14,"https://catalogospromocionales.com/images/v360/LL-107/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-plastico-multiusos-anticontacto-produccion-nacional/9475/324"
1884,"1884_LL-33__Llavero_Silicone_Silicona","LL-33","Llavero Silicone (Silicona)","LLAVEROS","Plásticos","principal.jpg",8,"https://catalogospromocionales.com/images/v360/LL-33/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-silicone-silicona/2226/323"
1885,"1885_HE-325__Llavero_Metro_Light","HE-325","Llavero Metro Light","LLAVEROS","Plásticos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/HE-325/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-metro-light/13352/323"
1886,"1886_HE-317__MINI_HERRAMIENTERO_KRONUS","HE-317","MINI HERRAMIENTERO KRONUS","LLAVEROS","Plásticos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/HE-317/index.html?V=6","https://www.catalogospromocionales.com/p/mini-herramientero-kronus/13335/323"
1887,"1887_LL-110__Metro_Llavero_Kurtis","LL-110","Metro Llavero Kurtis","LLAVEROS","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/LL-110/index.html?V=6","https://www.catalogospromocionales.com/p/Metro-Llavero-Kurtis/9760/19"
1888,"1888_LL-115__Portaidentificador_de_Carnet_c","LL-115","Portaidentificador de Carnet con Destapador","LLAVEROS","Plásticos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/LL-115/index.html?V=6","https://www.catalogospromocionales.com/p/Portaidentificador-de-Carnet-con-Destapador/10378/323"
1889,"1889_LL-113__Llavero_Relajante","LL-113","Llavero Relajante","LLAVEROS","Producción Nacional","principal.jpg",8,"https://catalogospromocionales.com/images/v360/LL-113/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-Relajante/10219/324"
1890,"1890_LL-111__Llavero_Pop","LL-111","Llavero Pop","LLAVEROS","Todos","principal.jpg",8,"https://catalogospromocionales.com/images/v360/LL-111/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-Pop/10076/19"
1891,"1891_LL-118__LLAVERO_PORTACELULAR_NOOK","LL-118","LLAVERO PORTACELULAR NOOK","LLAVEROS","Plásticos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/LL-118/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-portacelular-nook/13323/323"
1892,"1892_LL-115__Portaidentificador_de_Carnet_c","LL-115","Portaidentificador de Carnet con Destapador","LLAVEROS","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/LL-115/index.html?V=6","https://www.catalogospromocionales.com/p/Portaidentificador-de-Carnet-con-Destapador/10378/19"
1893,"1893_HE-327__Llavero_Metro_3_1","HE-327","Llavero Metro 3-1","LLAVEROS","Plásticos","principal.jpg",6,"https://catalogospromocionales.com/images/v360/HE-327/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-metro-3-1/13354/323"
1894,"1894_LL-46__Mini_Llavero_Pito","LL-46","Mini Llavero Pito","LLAVEROS","Todos","principal.jpg",6,"https://catalogospromocionales.com/images/v360/LL-46/index.html?V=6","https://www.catalogospromocionales.com/p/mini-llavero-pito/3156/19"
1895,"1895_HE-313__Llavero_con_Nivelador_Magnet","HE-313","Llavero con Nivelador Magnet","LLAVEROS","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/HE-313/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-con-Nivelador-Magnet/11129/19"
1896,"1896_LL-112__Llavero_Double","LL-112","Llavero Double","LLAVEROS","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/LL-112/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-Double/10218/19"
1897,"1897_LL-112__Llavero_Double","LL-112","Llavero Double","LLAVEROS","Producción Nacional","principal.jpg",5,"https://catalogospromocionales.com/images/v360/LL-112/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-Double/10218/324"
1898,"1898_LL-83__Llavero_Linterna_Flat","LL-83","Llavero Linterna Flat","LLAVEROS","Todos","principal.jpg",7,"https://catalogospromocionales.com/images/v360/LL-83/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-linterna-flat/6972/19"
1899,"1899_LL-117__Llavero_Destapador_Viggo_Eco","LL-117","Llavero Destapador Viggo Eco","LLAVEROS","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/LL-117/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-Destapador-Viggo-Eco/11054/19"
1900,"1900_LL-49__Carabinero","LL-49","Carabinero","LLAVEROS","Todos","principal.jpg",6,"https://catalogospromocionales.com/images/v360/LL-49/index.html?V=6","https://www.catalogospromocionales.com/p/carabinero/3100/19"
1901,"1901_LL-116__Llavero_Destapador_House","LL-116","Llavero Destapador House","LLAVEROS","Todos","principal.jpg",6,"https://catalogospromocionales.com/images/v360/LL-116/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-Destapador-House/10408/19"
1902,"1902_LL-85__Llavero_Metro_Con_Destapador_M","LL-85","Llavero Metro Con Destapador Mimic","LLAVEROS","Todos","principal.jpg",7,"https://catalogospromocionales.com/images/v360/LL-85/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-metro-con-destapador-mimic/7429/19"
1903,"1903_LL-75__Llavero_Destapador_Orbis","LL-75","Llavero Destapador Orbis","LLAVEROS","Todos","principal.jpg",9,"https://catalogospromocionales.com/images/v360/LL-75/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-destapador-orbis/6115/19"
1904,"1904_IL-86__Llavero_Linterna_Puck","IL-86","Llavero Linterna Puck","LLAVEROS","Todos","principal.jpg",12,"https://catalogospromocionales.com/images/v360/IL-86/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-linterna-puck/6572/19"
1905,"1905_ML-345__Llavero_ML_345","ML-345","Llavero ML-345","LLAVEROS","Todos","principal.jpg",1,"https://catalogospromocionales.com/images/v360/ML-345/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-ml-345/7451/19"
1906,"1906_LL-113__Llavero_Relajante","LL-113","Llavero Relajante","LLAVEROS","Todos","principal.jpg",8,"https://catalogospromocionales.com/images/v360/LL-113/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-Relajante/10219/19"
1907,"1907_LL-86__Llavero_Destapador_Truman","LL-86","Llavero Destapador Truman","LLAVEROS","Todos","principal.jpg",7,"https://catalogospromocionales.com/images/v360/LL-86/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-destapador-truman/7430/19"
1908,"1908_VA-87__Llavero_Antiestr_s_Ball","VA-87","Llavero Antiestrés Ball","LLAVEROS","Todos","principal.jpg",7,"https://catalogospromocionales.com/images/v360/VA-87/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-antiestres-ball/1216/19"
1909,"1909_LL-33__Llavero_Silicone_Silicona","LL-33","Llavero Silicone (Silicona)","LLAVEROS","Todos","principal.jpg",8,"https://catalogospromocionales.com/images/v360/LL-33/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-silicone-silicona/2226/19"
1910,"1910_LL-94__Llavero_Destapador_Like_It","LL-94","Llavero Destapador Like It","LLAVEROS","Todos","principal.jpg",6,"https://catalogospromocionales.com/images/v360/LL-94/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-Destapador-Like-It/8029/19"
1911,"1911_LL-90__Llavero_Bici","LL-90","Llavero Bici","LLAVEROS","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/LL-90/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-bici/7781/19"
1912,"1912_IL-93__Llavero_Linterna_Like_It_Con_S","IL-93","Llavero Linterna Like It Con Stylus","LLAVEROS","Todos","principal.jpg",8,"https://catalogospromocionales.com/images/v360/IL-93/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-linterna-like-it-con-stylus/7417/19"
1913,"1913_HE-216__Metro_Llavero_Car","HE-216","Metro Llavero Car","LLAVEROS","Todos","principal.jpg",6,"https://catalogospromocionales.com/images/v360/HE-216/index.html?V=6","https://www.catalogospromocionales.com/p/Metro-Llavero-Car/7275/19"
1914,"1914_LL-100__Llavero_Casco","LL-100","Llavero Casco","LLAVEROS","Todos","principal.jpg",6,"https://catalogospromocionales.com/images/v360/LL-100/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-Casco/8753/19"
1915,"1915_ML-356__Llavero_ML_356","ML-356","Llavero ML-356","LLAVEROS","Todos","principal.jpg",1,"https://catalogospromocionales.com/images/v360/ML-356/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-ML-356/8039/19"
1916,"1916_IL-101__Llavero_Linterna_Carabinero","IL-101","Llavero Linterna Carabinero","LLAVEROS","Todos","principal.jpg",7,"https://catalogospromocionales.com/images/v360/IL-101/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-linterna-carabinero/7425/19"
1917,"1917_LL-88__Llavero_Destapador_Nash","LL-88","Llavero Destapador Nash","LLAVEROS","Todos","principal.jpg",7,"https://catalogospromocionales.com/images/v360/LL-88/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-destapador-nash/7432/19"
1918,"1918_HE-254__Metro_Llavero_Saloon","HE-254","Metro Llavero Saloon","LLAVEROS","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/HE-254/index.html?V=6","https://www.catalogospromocionales.com/p/metro-llavero-saloon/9123/19"
1919,"1919_ML-367__Llavero_ML_367","ML-367","Llavero ML-367","LLAVEROS","Todos","principal.jpg",2,"https://catalogospromocionales.com/images/v360/ML-367/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-ML-367/8532/19"
1920,"1920_HE-224__Llavero_Metro_Con_Nivelador","HE-224","Llavero Metro Con Nivelador","LLAVEROS","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/HE-224/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-Metro-Con-Nivelador/7992/19"
1921,"1921_ML-347__Llavero_ML_347","ML-347","Llavero ML-347","LLAVEROS","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/ML-347/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-ml-347/7782/19"
1922,"1922_LL-105__Llavero_Pito_con_Destapador","LL-105","Llavero Pito con Destapador","LLAVEROS","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/LL-105/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-pito-con-destapador/9132/19"
1923,"1923_IL-133__Linterna_Loop","IL-133","Linterna Loop","LLAVEROS","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/IL-133/index.html?V=6","https://www.catalogospromocionales.com/p/linterna-loop/9133/19"
1924,"1924_HE-228__Mini_Set_De_Destornilladores_K","HE-228","Mini Set De Destornilladores Koda","LLAVEROS","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/HE-228/index.html?V=6","https://www.catalogospromocionales.com/p/Mini-Set-De-Destornilladores-Koda/7996/19"
1925,"1925_LL-92__Llavero_pito_Maxi","LL-92","Llavero pito Maxi","LLAVEROS","Todos","principal.jpg",2,"https://catalogospromocionales.com/images/v360/LL-92/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-pito-Maxi/7877/19"
1926,"1926_LL-108__Llavero_Destapador_Holder","LL-108","Llavero Destapador Holder","LLAVEROS","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/LL-108/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-Destapador-Holder/9546/19"
1927,"1927_ML-379__Llavero_ML_379","ML-379","Llavero ML-379","LLAVEROS","Todos","principal.jpg",2,"https://catalogospromocionales.com/images/v360/ML-379/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-ml-379/9174/19"
1928,"1928_ML-368__Llavero_ML_368","ML-368","Llavero ML-368","LLAVEROS","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/ML-368/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-ML-368/8533/19"
1929,"1929_ML-366__Set_de_Portatarjetas_y_Llavero","ML-366","Set de Portatarjetas y Llavero Jack - Oferta","LLAVEROS","Todos","principal.jpg",7,"https://catalogospromocionales.com/images/v360/ML-366/index.html?V=6","https://www.catalogospromocionales.com/p/Set-de-Portatarjetas-y-Llavero-Jack/8497/19"
1930,"1930_IL-145__Llavero_Linterna_Lamp","IL-145","Llavero Linterna Lamp","LLAVEROS","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/IL-145/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-Linterna-Lamp/9984/19"
1931,"1931_ML-386__Llavero_Multiusos_Metalico_Tou","ML-386","Llavero Multiusos Metalico Touch Free ML-386","LLAVEROS","Todos","principal.jpg",7,"https://catalogospromocionales.com/images/v360/ML-386/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-multiusos-metalico-touch-free-ml-386/9490/19"
1932,"1932_LL-101__Llavero_Corcho_Oferta","LL-101","Llavero Corcho - Oferta","LLAVEROS","Todos","principal.jpg",2,"https://catalogospromocionales.com/images/v360/LL-101/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-corcho/8884/19"
1933,"1933_LL-107__Llavero_Pl_stico_Multiusos_Ant","LL-107","Llavero Plástico Multiusos Anticontacto - Prod Nal","LLAVEROS","Todos","principal.jpg",14,"https://catalogospromocionales.com/images/v360/LL-107/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-plastico-multiusos-anticontacto-produccion-nacional/9475/19"
1934,"1934_LL-104__Llavero_Destapador_Car","LL-104","Llavero Destapador Car","LLAVEROS","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/LL-104/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-destapador-car/9131/19"
1935,"1935_ML-103__Llavero_ML_103","ML-103","Llavero ML-103","LLAVEROS","Todos","principal.jpg",1,"https://catalogospromocionales.com/images/v360/ML-103/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-ml-103/1572/19"
1936,"1936_ML-393__Llavero_ML_393","ML-393","Llavero ML-393","LLAVEROS","Todos","principal.jpg",1,"https://catalogospromocionales.com/images/v360/ML-393/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-ML393/9763/19"
1937,"1937_ML-196__Llavero_ML_196","ML-196","Llavero ML-196","LLAVEROS","Todos","principal.jpg",1,"https://catalogospromocionales.com/images/v360/ML-196/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-silver-ml-196/3359/19"
1938,"1938_HE-273__Metro_Llavero_Nitto","HE-273","Metro Llavero Nitto","LLAVEROS","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/HE-273/index.html?V=6","https://www.catalogospromocionales.com/p/Metro-Llavero-Nitto/10051/19"
1939,"1939_LL-70-1__Llavero_Destapador_Stiked","LL-70-1","Llavero Destapador Stiked","LLAVEROS","Todos","principal.jpg",7,"https://catalogospromocionales.com/images/v360/LL-70-1/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-Destapador-Stiked/9903/19"
1940,"1940_ML-121__Gancho_Portacartera","ML-121","Gancho Portacartera","LLAVEROS","Todos","principal.jpg",1,"https://catalogospromocionales.com/images/v360/ML-121/index.html?V=6","https://www.catalogospromocionales.com/p/gancho-portacartera/1710/19"
1941,"1941_ML-262__Llavero_Silver_ML_262","ML-262","Llavero Silver ML-262","LLAVEROS","Todos","principal.jpg",1,"https://catalogospromocionales.com/images/v360/ML-262/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-silver-ml-262/4793/19"
1942,"1942_ML-217__Llavero_ML_217","ML-217","Llavero ML-217","LLAVEROS","Todos","principal.jpg",1,"https://catalogospromocionales.com/images/v360/ML-217/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-silver-ml-217/3549/19"
1943,"1943_ML-188__Llavero_Car_II","ML-188","Llavero Car II","LLAVEROS","Todos","principal.jpg",1,"https://catalogospromocionales.com/images/v360/ML-188/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-car-ii/3204/19"
1944,"1944_ML-145__Llavero_ML_145","ML-145","Llavero ML-145","LLAVEROS","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/ML-145/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-silver-ml-145/2257/19"
1945,"1945_ML-294__Llavero_ML_294","ML-294","Llavero ML-294","LLAVEROS","Todos","principal.jpg",1,"https://catalogospromocionales.com/images/v360/ML-294/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-ml-294/5454/19"
1946,"1946_ML-391__Set_ML_391","ML-391","Set ML-391","LLAVEROS","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/ML-391/index.html?V=6","https://www.catalogospromocionales.com/p/Set-ML391/9761/19"
1947,"1947_ML-241__Llavero_ML_241","ML-241","Llavero ML-241","LLAVEROS","Todos","principal.jpg",1,"https://catalogospromocionales.com/images/v360/ML-241/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-silver-ml-241/4417/19"
1948,"1948_ML-259__LlaveroML_259","ML-259","LlaveroML-259","LLAVEROS","Todos","principal.jpg",1,"https://catalogospromocionales.com/images/v360/ML-259/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-silver-ml-259/4790/19"
1949,"1949_ML-398__Set_ML_398","ML-398","Set ML-398","LLAVEROS","Todos","principal.jpg",6,"https://catalogospromocionales.com/images/v360/ML-398/index.html?V=6","https://www.catalogospromocionales.com/p/Set-ML-398/10077/19"
1950,"1950_ML-372__Set_de_Llavero_y_Portatarjetas","ML-372","Set de Llavero y Portatarjetas ML-372 - Oferta","LLAVEROS","Todos","principal.jpg",6,"https://catalogospromocionales.com/images/v360/ML-372/index.html?V=6","https://www.catalogospromocionales.com/p/Set-de-Llavero-y-Portatarjetas-ML-372/8606/19"
1951,"1951_VA-258_AG__Agarradera_para_Bolso_Compacto","VA-258 AG","Agarradera para Bolso Compacto con Carabinero","LLAVEROS","Todos","principal.jpg",1,"https://catalogospromocionales.com/images/v360/VA-258 AG/index.html?V=6","https://www.catalogospromocionales.com/p/agarradera-para-bolso-compacto-con-carabinero/3258/19"
1952,"1952_ML-383__Set_ML_383","ML-383","Set ML-383","LLAVEROS","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/ML-383/index.html?V=6","https://www.catalogospromocionales.com/p/set-ml-383/9191/19"
1953,"1953_VA-1021__Gancho_Carabinero_Lock","VA-1021","Gancho Carabinero Lock","LLAVEROS","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/VA-1021/index.html?V=6","https://www.catalogospromocionales.com/p/Gancho-Carabinero-Lock/10401/19"
1954,"1954_ML-399__Llavero_ML_399","ML-399","Llavero ML-399","LLAVEROS","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/ML-399/index.html?V=6","https://www.catalogospromocionales.com/p/Llavero-ML-399/10078/19"
1955,"1955_HE-324__Llavero_Metro_Tools","HE-324","Llavero Metro Tools","LLAVEROS","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/HE-324/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-metro-tools/13351/19"
1956,"1956_TE-482__Soporte_para_M_viles_POP","TE-482","Soporte para Móviles POP","LLAVEROS","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/TE-482/index.html?V=6","https://www.catalogospromocionales.com/p/Soporte-para-Moviles-POP/10126/19"
1957,"1957_HE-317__MINI_HERRAMIENTERO_KRONUS","HE-317","MINI HERRAMIENTERO KRONUS","LLAVEROS","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/HE-317/index.html?V=6","https://www.catalogospromocionales.com/p/mini-herramientero-kronus/13335/19"
1958,"1958_TE-625__Rastreador_Airtag_Seek","TE-625","Rastreador Airtag Seek","LLAVEROS","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/TE-625/index.html?V=6","https://www.catalogospromocionales.com/p/rastreador-airtag-seek/13203/19"
1959,"1959_IL-153__MINI_LINTERNA_OZEN","IL-153","MINI LINTERNA OZEN","LLAVEROS","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/IL-153/index.html?V=6","https://www.catalogospromocionales.com/p/mini-linterna-ozen/13296/19"
1960,"1960_CP-352__LLAVERO_POP_IT_BOLT","CP-352","LLAVERO POP IT BOLT","LLAVEROS","Todos","principal.jpg",7,"https://catalogospromocionales.com/images/v360/CP-352/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-pop-it-bolt/13321/19"
1961,"1961_ML-417__LLAVERO_ML_417","ML-417","LLAVERO ML-417","LLAVEROS","Todos","principal.jpg",2,"https://catalogospromocionales.com/images/v360/ML-417/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-ml-417/13523/19"
1962,"1962_LL-120__LLAVERO_BAMBOO_SQUARE","LL-120","LLAVERO BAMBOO SQUARE","LLAVEROS","Todos","principal.jpg",1,"https://catalogospromocionales.com/images/v360/LL-120/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-bamboo-square/13496/19"
1963,"1963_HE-316__MINI_HERRAMIENTERO_BLAZOR","HE-316","MINI HERRAMIENTERO BLAZOR","LLAVEROS","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/HE-316/index.html?V=6","https://www.catalogospromocionales.com/p/mini-herramientero-blazor/13334/19"
1964,"1964_HE-325__Llavero_Metro_Light","HE-325","Llavero Metro Light","LLAVEROS","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/HE-325/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-metro-light/13352/19"
1965,"1965_ML-419__LLAVERO_ML_419","ML-419","LLAVERO ML-419","LLAVEROS","Todos","principal.jpg",1,"https://catalogospromocionales.com/images/v360/ML-419/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-ml-419/13395/19"
1966,"1966_ML-416__LLAVERO_ML_416","ML-416","LLAVERO ML-416","LLAVEROS","Todos","principal.jpg",2,"https://catalogospromocionales.com/images/v360/ML-416/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-ml-416/13522/19"
1967,"1967_LL-121__LLAVERO_DESTAPADOR_TRUCK","LL-121","LLAVERO DESTAPADOR TRUCK","LLAVEROS","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/LL-121/index.html?V=6","https://www.catalogospromocionales.com/p/llver-destapador-truck/13257/19"
1968,"1968_LL-119__LLAVERO_BAMBOO_ROUND","LL-119","LLAVERO BAMBOO ROUND","LLAVEROS","Todos","principal.jpg",1,"https://catalogospromocionales.com/images/v360/LL-119/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-bamboo-round/13494/19"
1969,"1969_LL-122__LLAVERO_DESTAPADOR_MOTORBIKE","LL-122","LLAVERO DESTAPADOR MOTORBIKE","LLAVEROS","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/LL-122/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-destapador-motorbike/13258/19"
1970,"1970_ML-418__LLAVERO_ML_418","ML-418","LLAVERO ML-418","LLAVEROS","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/ML-418/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-ml-418/13394/19"
1971,"1971_IL-161__Pito_con_Luz_Vision","IL-161","Pito con Luz Vision","LLAVEROS","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/IL-161/index.html?V=6","https://www.catalogospromocionales.com/p/pito-con-luz-vision/13366/19"
1972,"1972_LL-123__LLAVERO_DESTAPADOR_BROQ","LL-123","LLAVERO DESTAPADOR BROQ","LLAVEROS","Todos","principal.jpg",7,"https://catalogospromocionales.com/images/v360/LL-123/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-destapador-broq/13259/19"
1973,"1973_LL-118__LLAVERO_PORTACELULAR_NOOK","LL-118","LLAVERO PORTACELULAR NOOK","LLAVEROS","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/LL-118/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-portacelular-nook/13323/19"
1974,"1974_VA-456-1__Bolsa_en_Algod_n_Con_Fuelle_13","VA-456-1","Bolsa en Algodón Con Fuelle (135gr)","MALETINES & BOLSOS","Algodón","principal.jpg",2,"https://catalogospromocionales.com/images/v360/VA-456-1/index.html?V=6","https://www.catalogospromocionales.com/p/bolsa-en-algodon-con-fuelle/7568/325"
1975,"1975_ML-422__Set_ML_422_Rpet","ML-422","Set ML-422 Rpet","LLAVEROS","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/ML-422/index.html?V=6","https://www.catalogospromocionales.com/p/set-ml-422/13557/19"
1976,"1976_HE-327__Llavero_Metro_3_1","HE-327","Llavero Metro 3-1","LLAVEROS","Todos","principal.jpg",6,"https://catalogospromocionales.com/images/v360/HE-327/index.html?V=6","https://www.catalogospromocionales.com/p/llavero-metro-3-1/13354/19"
1977,"1977_VA-359-2__Bolsa_en_Algod_n_Botanik_100gr","VA-359-2","Bolsa en Algodón Botanik (100gr)","MALETINES & BOLSOS","Algodón","principal.jpg",2,"https://catalogospromocionales.com/images/v360/VA-359-2/index.html?V=6","https://www.catalogospromocionales.com/p/Bolsa-en-Algodon-Botanik-100gr/10690/325"
1978,"1978_VA-845__Bolsa_en_Algod_n_Corcho_135gr","VA-845","Bolsa en Algodón Corcho (135gr)","MALETINES & BOLSOS","Algodón","principal.jpg",5,"https://catalogospromocionales.com/images/v360/VA-845/index.html?V=6","https://www.catalogospromocionales.com/p/bolsa-en-algodon-corcho/9103/325"
1979,"1979_VA-1036__Bolsa_Holt_Eco_120gr","VA-1036","Bolsa Holt Eco (120gr)","MALETINES & BOLSOS","Algodón","principal.jpg",3,"https://catalogospromocionales.com/images/v360/VA-1036/index.html?V=6","https://www.catalogospromocionales.com/p/Bolsa-Holt-ECO/10422/325"
1980,"1980_VA-456-2__Bolsa_en_Algod_n_Con_Fuelle_10","VA-456-2","Bolsa en Algodón Con Fuelle (100gr)","MALETINES & BOLSOS","Algodón","principal.jpg",1,"https://catalogospromocionales.com/images/v360/VA-456-2/index.html?V=6","https://www.catalogospromocionales.com/p/Bolsa-en-Algodon-con-Fuelle-(100gr)/10691/325"
1981,"1981_VA-941__Sporty_Bag_Eco_Yute_280gr","VA-941","Sporty Bag Eco Yute (280gr)","MALETINES & BOLSOS","Algodón","principal.jpg",1,"https://catalogospromocionales.com/images/v360/VA-941/index.html?V=6","https://www.catalogospromocionales.com/p/Sporty-Bag-Eco-Yute/9725/325"
1982,"1982_VA-1054__Bolsa_en_Algod_n_Shopper_290gr","VA-1054","Bolsa en Algodón Shopper (290gr)","MALETINES & BOLSOS","Algodón","principal.jpg",1,"https://catalogospromocionales.com/images/v360/VA-1054/index.html?V=6","https://www.catalogospromocionales.com/p/Bolsa-en-Algodon-Shopper/10367/325"
1983,"1983_VA-1188__COSMETIQUERA_TERRA","VA-1188","COSMETIQUERA TERRA","MALETINES & BOLSOS","Algodón","principal.jpg",3,"https://catalogospromocionales.com/images/v360/VA-1188/index.html?V=6","https://www.catalogospromocionales.com/p/cosmetirquera-terra/13500/325"
1984,"1984_VA-945__Organizador_de_Viaje_Cork","VA-945","Organizador de Viaje Cork","MALETINES & BOLSOS","Algodón","principal.jpg",3,"https://catalogospromocionales.com/images/v360/VA-945/index.html?V=6","https://www.catalogospromocionales.com/p/Organizador-de-Viaje-Cork/9815/325"
